"","seqid","source","type","start","end","strand","phase","sample","cluster_id","nearest_mibig","mibig_class","dice","score","partial_cluster"
"2395","NZ_MTPU01000017.1","SanntiSv0.9.1","CLUSTER","119399","122465",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000017.1_sanntis_1","BGC0001198","Terpene","0.714","0.550","partial=00"
"3291","NZ_MTPU01000017.1","SanntiSv0.9.1","CLUSTER","272127","304423",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000017.1_sanntis_2","BGC0000869","Other","0.517","0.880","partial=00"
"4244","NZ_MTPU01000018.1","SanntiSv0.9.1","CLUSTER","497","5217",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000018.1_sanntis_1","BGC0002005","RiPP","0.185","0.910","partial=10"
"5213","NZ_MTPU01000022.1","SanntiSv0.9.1","CLUSTER","39785","45870",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000022.1_sanntis_1","BGC0001844","NRP","0.556","0.730","partial=00"
"6200","NZ_MTPU01000022.1","SanntiSv0.9.1","CLUSTER","54093","57406",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000022.1_sanntis_2","BGC0000623","RiPP","0.444","0.690","partial=00"
"7186","NZ_MTPU01000051.1","SanntiSv0.9.1","CLUSTER","87983","92641",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000051.1_sanntis_1","BGC0000308","NRP","0.667","0.420","partial=00"
"8174","NZ_MTPU01000052.1","SanntiSv0.9.1","CLUSTER","15381","44617",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000052.1_sanntis_1","BGC0000887","Alkaloid","0.286","0.630","partial=00"
"9161","NZ_MTPU01000053.1","SanntiSv0.9.1","CLUSTER","36032","65150",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000053.1_sanntis_1","BGC0000869","Other","0.459","0.950","partial=00"
"10145","NZ_MTPU01000054.1","SanntiSv0.9.1","CLUSTER","52162","54686",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000054.1_sanntis_1","BGC0000189","Polyketide","0.429","0.520","partial=00"
"11192","NZ_MTPU01000055.1","SanntiSv0.9.1","CLUSTER","245710","258289",NA,NA,"GCF_002027345.1_ASM202734v1_genomic_sanntis.gff","NZ_MTPU01000055.1_sanntis_1","BGC0002005","RiPP","0.569","0.600","partial=00"
"1886","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","1552260","1566781",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_1","BGC0002013","RiPP","0.714","0.690","partial=00"
"2396","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","1595305","1607334",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_2","BGC0001686","NRP","0.500","0.740","partial=00"
"3292","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","2061216","2136021",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_3","BGC0001054","NRP Polyketide","0.478","0.940","partial=00"
"4245","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","2422312","2431065",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_4","BGC0002005","RiPP","0.333","0.760","partial=00"
"5214","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","2655431","2695583",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_5","BGC0000731","Saccharide","0.667","0.530","partial=00"
"6201","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","3751328","3769619",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_6","BGC0002000","Polyketide","0.690","0.410","partial=00"
"7187","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","3973937","3976595",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_7","BGC0000217","Polyketide","0.643","0.390","partial=00"
"8175","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","4093697","4096191",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_8","BGC0000647","Terpene","0.385","0.790","partial=00"
"9162","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","4326335","4345079",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_9","BGC0000438","NRP","0.415","0.870","partial=00"
"10146","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","4385955","4399737",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_10","BGC0000663","Terpene","0.667","0.500","partial=00"
"11193","NZ_CP021983.2","SanntiSv0.9.1","CLUSTER","5285315","5306312",NA,NA,"GCF_002075285.3_ASM207528v3_genomic_sanntis.gff","NZ_CP021983.2_sanntis_11","BGC0001160","Polyketide","0.322","0.950","partial=00"
"1887","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","266878","279621",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_1","BGC0002005","RiPP","0.581","0.480","partial=00"
"2397","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","790159","796361",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_2","BGC0001188","RiPP","0.462","0.772","partial=00"
"3293","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","1399900","1430373",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_3","BGC0001647","Polyketide","0.462","0.960","partial=00"
"4246","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","1489959","1522619",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_4","BGC0000298","NRP","0.229","0.910","partial=00"
"5215","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","1527066","1544505",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_5","BGC0000427","NRP","0.731","0.510","partial=00"
"6202","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","1662542","1687552",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_6","BGC0000103","Polyketide","0.576","0.850","partial=00"
"7188","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","2579965","2615827",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_7","BGC0000473","RiPP","0.246","0.940","partial=00"
"8176","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","3023450","3098514",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_8","BGC0001017","NRP Polyketide","0.231","1.000","partial=00"
"9163","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","3323834","3374231",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_9","BGC0000610","RiPP","0.676","0.510","partial=00"
"10147","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","4283026","4291163",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_10","BGC0000675","Terpene","0.652","0.820","partial=00"
"11194","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","4366295","4415178",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_11","BGC0001018","NRP Polyketide","0.438","0.880","partial=00"
"12164","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","4516564","4525377",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_12","BGC0000663","Terpene","0.806","0.590","partial=00"
"13147","NZ_CP020771.1","SanntiSv0.9.1","CLUSTER","4624751","4642087",NA,NA,"GCF_002095975.1_ASM209597v1_genomic_sanntis.gff","NZ_CP020771.1_sanntis_13","BGC0000805","Saccharide","0.613","0.400","partial=00"
"1888","NZ_NBYN01000003.1","SanntiSv0.9.1","CLUSTER","114082","117148",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000003.1_sanntis_1","BGC0001198","Terpene","0.714","0.550","partial=00"
"2398","NZ_NBYN01000004.1","SanntiSv0.9.1","CLUSTER","1","54750",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000004.1_sanntis_1","BGC0000327","NRP","0.568","0.570","partial=10"
"3294","NZ_NBYN01000009.1","SanntiSv0.9.1","CLUSTER","31755","37698",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000009.1_sanntis_1","BGC0000553","RiPP","0.500","0.470","partial=00"
"4247","NZ_NBYN01000015.1","SanntiSv0.9.1","CLUSTER","113","14225",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000015.1_sanntis_1","BGC0000426","NRP","0.476","0.790","partial=10"
"5216","NZ_NBYN01000029.1","SanntiSv0.9.1","CLUSTER","36068","45516",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000029.1_sanntis_1","BGC0000426","NRP","0.455","0.850","partial=01"
"6203","NZ_NBYN01000031.1","SanntiSv0.9.1","CLUSTER","14038","40342",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000031.1_sanntis_1","BGC0000869","Other","0.475","0.910","partial=00"
"7189","NZ_NBYN01000047.1","SanntiSv0.9.1","CLUSTER","1","5005",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000047.1_sanntis_1","BGC0000786","Saccharide","0.484","0.520","partial=11"
"8177","NZ_NBYN01000054.1","SanntiSv0.9.1","CLUSTER","2066","4586",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000054.1_sanntis_1","BGC0000189","Polyketide","0.429","0.520","partial=00"
"9164","NZ_NBYN01000054.1","SanntiSv0.9.1","CLUSTER","14374","37857",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000054.1_sanntis_2","BGC0000624","RiPP","0.616","0.510","partial=00"
"10148","NZ_NBYN01000066.1","SanntiSv0.9.1","CLUSTER","2","45856",NA,NA,"GCF_002114155.1_ASM211415v1_genomic_sanntis.gff","NZ_NBYN01000066.1_sanntis_1","BGC0001614","NRP","0.289","0.920","partial=10"
"1889","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","366372","384568",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_1","BGC0000400","NRP","0.486","0.810","partial=00"
"2399","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","790834","807127",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_2","BGC0001628","NRP","0.644","0.580","partial=00"
"3295","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","848353","860958",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_3","BGC0002005","RiPP","0.450","0.600","partial=00"
"4248","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","1027229","1033803",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_4","BGC0001311","RiPP","0.533","0.730","partial=00"
"5217","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","1461931","1473497",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_5","BGC0001686","NRP","0.514","0.590","partial=00"
"6204","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","2040564","2057055",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_6","BGC0000426","NRP","0.373","0.910","partial=00"
"7190","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","2281255","2312496",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_7","BGC0000731","Saccharide","0.653","0.440","partial=00"
"8178","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","2705080","2732633",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_8","BGC0000784","Saccharide","0.509","0.420","partial=00"
"9165","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","2804380","2822074",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_9","BGC0000515","RiPP","0.630","0.520","partial=00"
"10149","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","3085394","3091197",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_10","BGC0000790","Saccharide","0.515","0.390","partial=00"
"11195","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","3263857","3278492",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_11","BGC0001551","RiPP","0.548","0.580","partial=00"
"12165","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","3813573","3817468",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_12","BGC0001493","RiPP","0.231","0.950","partial=00"
"13148","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","5421581","5429627",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_13","BGC0000426","NRP","0.404","0.870","partial=00"
"14139","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","5462813","5469508",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_14","BGC0000663","Terpene","0.759","0.500","partial=00"
"15129","NZ_AP014638.1","SanntiSv0.9.1","CLUSTER","5731116","5740053",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014638.1_sanntis_15","BGC0000913","Other","0.723","0.760","partial=00"
"16115","NZ_AP014640.1","SanntiSv0.9.1","CLUSTER","217280","286914",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014640.1_sanntis_1","BGC0002001","NRP Polyketide","0.449","0.960","partial=00"
"17107","NZ_AP014641.1","SanntiSv0.9.1","CLUSTER","21931","43571",NA,NA,"GCF_002142475.1_ASM214247v1_genomic_sanntis.gff","NZ_AP014641.1_sanntis_1","BGC0002005","RiPP","0.500","0.700","partial=00"
"1890","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","366372","384568",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_1","BGC0000400","NRP","0.486","0.810","partial=00"
"2400","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","790834","807127",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_2","BGC0001628","NRP","0.644","0.580","partial=00"
"3296","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","848353","860958",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_3","BGC0002005","RiPP","0.450","0.600","partial=00"
"4249","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","1027229","1033803",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_4","BGC0001311","RiPP","0.533","0.730","partial=00"
"5218","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","1461931","1473497",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_5","BGC0001686","NRP","0.514","0.590","partial=00"
"6205","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","2040564","2057055",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_6","BGC0000426","NRP","0.373","0.910","partial=00"
"7191","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","2281255","2312496",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_7","BGC0000731","Saccharide","0.653","0.440","partial=00"
"8179","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","2705080","2732633",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_8","BGC0000784","Saccharide","0.509","0.420","partial=00"
"9166","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","2804380","2822074",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_9","BGC0000515","RiPP","0.630","0.520","partial=00"
"10150","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","3085394","3091197",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_10","BGC0000790","Saccharide","0.515","0.390","partial=00"
"11196","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","3263857","3278492",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_11","BGC0001551","RiPP","0.548","0.580","partial=00"
"12166","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","3813573","3817468",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_12","BGC0001493","RiPP","0.231","0.950","partial=00"
"13149","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","5421582","5429628",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_13","BGC0000426","NRP","0.404","0.870","partial=00"
"14140","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","5462814","5469509",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_14","BGC0000663","Terpene","0.759","0.500","partial=00"
"15130","NZ_AP014642.1","SanntiSv0.9.1","CLUSTER","5731117","5740054",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014642.1_sanntis_15","BGC0000913","Other","0.723","0.760","partial=00"
"16116","NZ_AP014644.1","SanntiSv0.9.1","CLUSTER","217280","286914",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014644.1_sanntis_1","BGC0002001","NRP Polyketide","0.449","0.960","partial=00"
"17108","NZ_AP014645.1","SanntiSv0.9.1","CLUSTER","21931","43571",NA,NA,"GCF_002142495.1_ASM214249v1_genomic_sanntis.gff","NZ_AP014645.1_sanntis_1","BGC0002005","RiPP","0.500","0.700","partial=00"
"1891","NZ_MTAV01000001.1","SanntiSv0.9.1","CLUSTER","2","10705",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000001.1_sanntis_1","BGC0001640","RiPP","0.550","0.760","partial=10"
"2401","NZ_MTAV01000002.1","SanntiSv0.9.1","CLUSTER","321828","362903",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000002.1_sanntis_1","BGC0001894","Saccharide","0.495","0.760","partial=00"
"3297","NZ_MTAV01000009.1","SanntiSv0.9.1","CLUSTER","3","8115",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000009.1_sanntis_1","BGC0001586","Saccharide","0.524","0.430","partial=10"
"4250","NZ_MTAV01000010.1","SanntiSv0.9.1","CLUSTER","20370","28596",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000010.1_sanntis_1","BGC0002005","RiPP","0.355","0.650","partial=00"
"5219","NZ_MTAV01000014.1","SanntiSv0.9.1","CLUSTER","104822","111247",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000014.1_sanntis_1","BGC0002005","RiPP","0.290","0.680","partial=00"
"6206","NZ_MTAV01000016.1","SanntiSv0.9.1","CLUSTER","18480","62320",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000016.1_sanntis_1","BGC0000803","Saccharide","0.578","0.680","partial=01"
"7192","NZ_MTAV01000034.1","SanntiSv0.9.1","CLUSTER","39303","65872",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000034.1_sanntis_1","BGC0001469","NRP","0.535","0.780","partial=00"
"8180","NZ_MTAV01000054.1","SanntiSv0.9.1","CLUSTER","29398","52283",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000054.1_sanntis_1","BGC0001615","NRP","0.726","0.740","partial=00"
"9167","NZ_MTAV01000055.1","SanntiSv0.9.1","CLUSTER","20750","34526",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000055.1_sanntis_1","BGC0001188","RiPP","0.613","0.480","partial=00"
"10151","NZ_MTAV01000059.1","SanntiSv0.9.1","CLUSTER","1","35215",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000059.1_sanntis_1","BGC0001993","NRP","0.425","0.970","partial=10"
"11197","NZ_MTAV01000073.1","SanntiSv0.9.1","CLUSTER","31270","34997",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000073.1_sanntis_1","BGC0002005","RiPP","0.231","0.860","partial=00"
"12167","NZ_MTAV01000108.1","SanntiSv0.9.1","CLUSTER","98450","131670",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000108.1_sanntis_1","BGC0000467","NRP","0.439","0.930","partial=00"
"13150","NZ_MTAV01000111.1","SanntiSv0.9.1","CLUSTER","42795","48142",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000111.1_sanntis_1","BGC0000623","RiPP","0.333","0.864","partial=00"
"14141","NZ_MTAV01000115.1","SanntiSv0.9.1","CLUSTER","36221","61482",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000115.1_sanntis_1","BGC0001586","Saccharide","0.600","0.460","partial=00"
"15131","NZ_MTAV01000115.1","SanntiSv0.9.1","CLUSTER","81676","83735",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000115.1_sanntis_2","BGC0000581","RiPP","0.385","0.666","partial=00"
"16117","NZ_MTAV01000116.1","SanntiSv0.9.1","CLUSTER","438","6779",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000116.1_sanntis_1","BGC0000438","NRP","0.200","0.900","partial=11"
"17109","NZ_MTAV01000120.1","SanntiSv0.9.1","CLUSTER","457","6489",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000120.1_sanntis_1","BGC0000677","Terpene","0.769","0.440","partial=10"
"1892","NZ_MTAV01000126.1","SanntiSv0.9.1","CLUSTER","18760","24197",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000126.1_sanntis_1","BGC0002005","RiPP","0.290","0.770","partial=00"
"1974","NZ_MTAV01000136.1","SanntiSv0.9.1","CLUSTER","1","15752",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000136.1_sanntis_1","BGC0001135","NRP","0.793","0.400","partial=11"
"2060","NZ_MTAV01000158.1","SanntiSv0.9.1","CLUSTER","296","36988",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000158.1_sanntis_1","BGC0001788","RiPP","0.506","0.670","partial=10"
"21126","NZ_MTAV01000163.1","SanntiSv0.9.1","CLUSTER","2","24608",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000163.1_sanntis_1","BGC0001605","Terpene","0.696","0.550","partial=11"
"22111","NZ_MTAV01000170.1","SanntiSv0.9.1","CLUSTER","19980","25890",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000170.1_sanntis_1","BGC0000426","NRP","0.586","0.390","partial=01"
"23100","NZ_MTAV01000172.1","SanntiSv0.9.1","CLUSTER","3500","17880",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000172.1_sanntis_1","BGC0002005","RiPP","0.436","0.600","partial=00"
"2447","NZ_MTAV01000193.1","SanntiSv0.9.1","CLUSTER","99","17686",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000193.1_sanntis_1","BGC0000389","NRP","0.429","0.850","partial=10"
"2542","NZ_MTAV01000194.1","SanntiSv0.9.1","CLUSTER","1","6341",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000194.1_sanntis_1","BGC0001844","NRP","0.478","0.420","partial=10"
"2638","NZ_MTAV01000194.1","SanntiSv0.9.1","CLUSTER","29841","37393",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000194.1_sanntis_2","BGC0001844","NRP","0.462","0.640","partial=00"
"2736","NZ_MTAV01000196.1","SanntiSv0.9.1","CLUSTER","9","17718",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000196.1_sanntis_1","BGC0000869","Other","0.115","0.980","partial=10"
"2833","NZ_MTAV01000211.1","SanntiSv0.9.1","CLUSTER","9109","19723",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000211.1_sanntis_1","BGC0002005","RiPP","0.722","0.410","partial=00"
"2931","NZ_MTAV01000212.1","SanntiSv0.9.1","CLUSTER","317","3416",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000212.1_sanntis_1","BGC0001605","Terpene","0.643","0.530","partial=11"
"3022","NZ_MTAV01000221.1","SanntiSv0.9.1","CLUSTER","17785","40568",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000221.1_sanntis_1","BGC0002007","Terpene","0.702","0.510","partial=00"
"31109","NZ_MTAV01000221.1","SanntiSv0.9.1","CLUSTER","71281","86766",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000221.1_sanntis_2","BGC0001993","NRP","0.695","0.390","partial=00"
"3298","NZ_MTAV01000244.1","SanntiSv0.9.1","CLUSTER","5711","51467",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000244.1_sanntis_1","BGC0000330","NRP","0.438","0.890","partial=00"
"3325","NZ_MTAV01000262.1","SanntiSv0.9.1","CLUSTER","11891","35357",NA,NA,"GCF_002154695.1_ASM215469v1_genomic_sanntis","NZ_MTAV01000262.1_sanntis_1","BGC0000426","NRP","0.608","0.630","partial=00"
