accession,genus_species,genus,isolation_source_host_focus,isolation_source,symbiosis_type,host_identity,habitat_classification,family,order
GCF_900010725.2_PCC_8927_PRJEB10992_v2_genomic,Planktothrix serta,Planktothrix,Aquatic,Sewage plant,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_900088535.1_ASM90008853v1_genomic,Cyanobium sp.,Cyanobium,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900473895.1_N32_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900473925.1_N5_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900473935.1_UW105_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900473955.1_GEYO_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900473965.1_UW179A_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900473975.1_N26_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900474015.1_UW106_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900474045.1_N19_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900474085.1_UW86_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900474185.1_UW69_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900474245.1_UW179B_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900474295.1_UW140_genomic,Synechococcus sp. ,Synechococcus,Aquatic,Marine,Free-living,Aquatic,Aquatic,Synechococcaceae,Synechococcales
GCF_900659865.1_H1P_genomic,Hyella patelloides,Hyella,Aquatic,Beach,Free-living,Aquatic,Aquatic,Pleurocapsaceae,Pleurocapsales
GCF_904830885.1_P._agardhii_PCC_7811_genomic,Planktothrix agardhii,Planktothrix,Aquatic,Water,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCF_904830955.1_P._tepida_PCC9214_genomic,Planktothrix tepida,Planktothrix,Aquatic,Fish farm pond,Free-living,Aquatic,Aquatic,Oscillatoriaceae,Oscillatoriales
GCA_019634025.1_ASM1963402v1_genomic,Vampirovibrio sp.,Vampirovibrio,Seagrass,Seagrass bed,,Seagrass,Host-associated/Aquatic,Vampirovibrionaceae,Vampirovibrionales
GCF_000025125.1_ASM2512v1_genomic,Atelocyanobacterium thalassa,Atelocyanobacterium,Haptophyte,Haptophyte endosymbiont,Nitroplast,Braarudosphaera bigelowii,Host-associated/Aquatic,Unassigned,Unassigned
GCF_000196515.1_ASM19651v1_genomic,Nostoc azollae,Nostoc,Azolla (Water Fern),Epiphytic on Azolla,Epibiont,Azolla,Host-associated/Aquatic,Nostocaceae,Nostocales
GCF_000350105.1_ASM35010v1_genomic,Richelia intracellularis,Richelia,Diatom,Diatom Endosymbiont,,Hemiaulus,Host-associated/Aquatic,Nostocaceae,Nostocales
GCF_000350125.1_ASM35012v1_genomic,Richelia intracellularis,Richelia,Diatom,Diatom Endosymbiont,,Hemiaulus,Host-associated/Aquatic,Nostocaceae,Nostocales
GCF_000829235.1_ASM82923v1_genomic,Cyanobacterium endosymbiont,Cyanobacterium,Diatom,Diatom Endosymbiont,Endosymbiont,Epithemia turgida,Host-associated/Aquatic,Geminocystaceae,Chroococcales
GCF_002018015.1_ASM201801v1_genomic,Synechococcus spongiarum,Synechococcus,Sponge,Sponge symbiont,,Aplysina aerophoba,Host-associated/Aquatic,Synechococcaceae,Synechococcales
GCF_003574135.1_ASM357413v1_genomic,Cyanobacterium endosymbiont,Cyanobacterium,Diatom,Diatom Endosymbiont,Endosymbiont,Rhopalodia gibberula,Host-associated/Aquatic,Geminocystaceae,Chroococcales
GCF_014222165.1_UMSL_Nostoc2RC_1.0_genomic,Nostoc sp.,Nostoc,Azolla (Water Fern),Fern (Azolla),,Azolla,Host-associated/Aquatic,Nostocaceae,Nostocales
GCF_014222255.1_ASM1422225v1_genomic,Nostoc sp.,Nostoc,Azolla (Water Fern),Fern (Azolla),,Azolla,Host-associated/Aquatic,Nostocaceae,Nostocales
GCF_014222275.1_UMSL_NostocUCD122_1.0_genomic,Nostoc sp.,Nostoc,Azolla (Water Fern),Fern (Azolla),,Azolla,Host-associated/Aquatic,Nostocaceae,Nostocales
GCF_014222285.1_ASM1422228v1_genomic,Nostoc sp. UCD121,Nostoc,Azolla (Water Fern),Fern (Azolla),,Azolla,Host-associated/Aquatic,Nostocaceae,Nostocales
GCF_014831675.1_ASM1483167v1_genomic,Komarekiella sp.,Komarekiella,Bottlenose Dolphin,Bottlenose Dolphin (Epidermis),Epibiont,Dolphin,Host-associated/Aquatic,Nostocaceae,Nostocales
GCF_017591595.1_ASM1759159v1_genomic,Aetokthonos hydrillicola,Aetokthonos hydrillicola,Aquatic Macrophyte,Aquatic Plant,Epibiont,Hydrilla verticillata,Host-associated/Aquatic,Hapalosiphonaceae,Nostocales
GCF_017591665.1_ASM1759166v1_genomic,Aetokthonos hydrillicola,Aetokthonos hydrillicola,Aquatic Macrophyte,Aquatic Plant,Epibiont,Hydrilla verticillata,Host-associated/Aquatic,Hapalosiphonaceae,Nostocales
GCF_018336915.1_ASM1833691v1_genomic,Acaryochloris marina,Acaryochloris,Rhodophyta,Red algae,Epibiont,Pikea pinnata,Host-associated/Aquatic,Acaryochloridaceae,Acaryochloridales
GCF_018739865.1_ASM1873986v1_genomic,Leptothoe kymatousa,Leptothoe,Sponge,Marine sponge,,Chondrilla nucula,Host-associated/Aquatic,Leptolyngbyaceae,Synechococcales
GCF_018739885.1_ASM1873988v1_genomic,Leptothoe spongobia,Leptothoe,Sponge,Marine sponge,,Acanthella acuta,Host-associated/Aquatic,Leptolyngbyaceae,Synechococcales
GCF_020640915.1_ASM2064091v1_genomic,Waterburya agarophytonicola,Waterburya,Rhodophyta,Gracilaria,Endo and epibiont potential,Gracilaria,Host-associated/Aquatic,Unassigned,Pleurocapsales
GCF_020885515.1_BBES_1.0_genomic,Cyanobacterium endosymbiont,Cyanobacterium,Haptophyte,Haptophyte endosymbiont,Endosymbiont,Braarudosphaera bigelowii,Host-associated/Aquatic,Geminocystaceae,Chroococcales
GCF_900047545.1_m9_genomic,Synechococcus spongiarium,Synechococcus,Sponge,Sponge,,Theonella swinhoei,Host-associated/Aquatic,Synechococcaceae,Synechococcales
GCF_900185595.1_CalSC01_2013_genomic,Calothrix rhizosoleniae,Calothrix,Diatom,Diatom endosymbiont,Epibiont,Chaetoceros,Host-associated/Aquatic,Calotrichaceae,Nostocales
GCF_947331815.1_uoEpiScrs1.Cyanobacterium_sp_1.1_genomic,Cyanobacterium sp.,Cyanobacterium,Diatom,Diatom endosymbiont,Endosymbiont,Epithemia pelagica,Host-associated/Aquatic,Geminocystaceae,Chroococcales
GCA_910577395.1_MGBC104891_genomic,Vampirovibrio chlorellavorus,Vampirovibrio chlorellavorus,Mouse Gut,Mouse gut,,Mouse,Host-associated/Gut,Vampirovibrionaceae,Vampirovibrionales
GCA_910577515.1_MGBC104636_genomic,Vampirovibrio chlorellavorus,Vampirovibrio chlorellavorus,Mouse Gut,Mouse gut,,Mouse,Host-associated/Gut,Vampirovibrionaceae,Vampirovibrionales
GCA_910577635.1_MGBC104987_genomic,Vampirovibrio sp.,Vampirovibrio,Mouse Gut,Mouse gut,,Mouse,Host-associated/Gut,Vampirovibrionaceae,Vampirovibrionales
GCA_910578465.1_MGBC110388_genomic,Vampirovibrio sp.,Vampirovibrio,Mouse Gut,Mouse gut,,Mouse,Host-associated/Gut,Vampirovibrionaceae,Vampirovibrionales
GCA_910579975.1_MGBC118087_genomic,Vampirovibrio sp.,Vampirovibrio,Mouse Gut,Mouse gut,,Mouse,Host-associated/Gut,Vampirovibrionaceae,Vampirovibrionales
GCA_910583725.1_MGBC122484_genomic,Vampirovibrio sp.,Vampirovibrio,Mouse Gut,Mouse gut,,Mouse,Host-associated/Gut,Vampirovibrionaceae,Vampirovibrionales
GCA_910583875.1_MGBC124931_genomic,Vampirovibrio sp.,Vampirovibrio,Mouse Gut,Mouse gut,,Mouse,Host-associated/Gut,Vampirovibrionaceae,Vampirovibrionales
GCA_910584405.1_MGBC124934_genomic,Vampirovibrio sp.,Vampirovibrio,Mouse Gut,Mouse gut,,Mouse,Host-associated/Gut,Vampirovibrionaceae,Vampirovibrionales
GCF_000020025.1_ASM2002v1_genomic,Nostoc punctiforme,Nostoc,Cycad,Cycad,,Macrozamia,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_001712795.1_ASM171279v1_genomic,Nostoc sp.,Nostoc,Bryophyte,Bryophyte,,Blasia pusilla,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002154695.1_ASM215469v1_genomic,Nostoc sp.,Nostoc,Cycad,Cycad,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002154725.1_ASM215472v1_genomic,Nostoc sp.,Nostoc,Cycad,Cycad,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002155185.1_ASM215518v1_genomic,Nostoc sp.,Nostoc,Cycad,Cycad,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002245975.1_ASM224597v1_genomic,Nostoc sp.,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002245985.1_ASM224598v1_genomic,Nostoc sp.,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002246015.1_ASM224601v1_genomic,Nostoc sp.,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002631755.1_ASM263175v1_genomic,Nostoc sp.,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002897135.1_NcycadaeWK-1_v1_genomic,Nostoc cycadae,Nostoc,Cycad,Cycad,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002949735.1_ASM294973v1_genomic,Nostoc sp.,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_002949795.1_ASM294979v1_genomic,Nostoc sp.,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_003326245.1_ASM332624v1_genomic,Nostoc sp. ATCC 53789,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_005869855.1_ASM586985v1_genomic,Nostoc sp. ,Nostoc,Cycad,Cycad,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_009873495.1_ASM987349v1_genomic,Nostoc sp. ATCC 53789,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_013343235.1_ASM1334323v1_genomic,Nostoc sp.,Nostoc,Bryophyte,Hornwort,,Leiosporoceros dussii,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_013393905.1_ASM1339390v1_genomic,Nostoc sp.,Nostoc,Bryophyte,Bryophyte,,Blasia pusilla,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_013393925.1_ASM1339392v1_genomic,Nostoc sp.,Nostoc,Bryophyte,Bryophyte,,Blasia pusilla,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_013393945.1_ASM1339394v1_genomic,Nostoc sp.,Nostoc,Bryophyte,Hornwort,,Leiosporoceros dussii,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_015206895.1_ASM1520689v1_genomic,Nostoc sp. LEGE 12450,Nostoc,Cycad,Cycad,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_015206985.1_ASM1520698v1_genomic,Nostoc sp. LEGE 12447,Nostoc,Cycad,Cycad,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_015207005.2_ASM1520700v2_genomic,Desmonostoc muscorum,Desmonostoc,Cycad,Cycad,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_016056275.1_ASM1605627v1_genomic,Dendronalium phyllosphericum,Dendronalium,Cycad,Cycad,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_016056295.1_ASM1605629v1_genomic,Atlanticothrix silvestris,Atlanticothrix,Fruit Tree,Fruit tree,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
GCF_018389385.1_ASM1838938v1_genomic,Anthocerotibacter panamensis,Anthocerotibacter,Bryophyte,Hornwort,,Host-associated/Terrestrial,Host-associated/Terrestrial,Anthocerotibacteraceae,Gloeobacterales
GCF_026127265.1_ASM2612726v1_genomic,Nostoc sp.,Nostoc,Bryophyte,Bryophyte,,Phaeoceros,Host-associated/Terrestrial,Nostocaceae,Nostocales
private_X5_metawrap_bin.1,Nostoc sp.,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR11456913_metawrap_bin.11,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR11456915_metawrap_bin.3,Nostoc punctiforme,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR11456918_metawrap_bin.3,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR11456919_metawrap_bin.5,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR11456921_metawrap_bin.3,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR11456922_metawrap_bin.2,Chamaesiphonaceae,Chamaesiphonaceae,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Chamaesiphonaceae,Synechococcales
public_SRR11456922_metawrap_bin.4,Chamaesiphonaceae,Chamaesiphonaceae,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Chamaesiphonaceae,Synechococcales
public_SRR11456923_metawrap_bin.7,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14721954_metawrap_bin.4,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14721957_metawrap_bin.4,Nostocaceae,Nostocaceae,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14722086_metawrap_bin.3,Chroococcidiopsidaceae,Chroococcidiopsidaceae,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Chroococcidiopsidaceae,Chroococcidiopsidales
public_SRR14722086_metawrap_bin.4,Chroococcidiopsidaceae,Chroococcidiopsidaceae,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Chroococcidiopsidaceae,Chroococcidiopsidales
public_SRR14722086_metawrap_bin.7,Nostocaceae,Nostocaceae,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14722145_metawrap_bin.2,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14722149_metawrap_bin.1,Nostoc sp.,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14722161_metawrap_bin.1,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14722176_metawrap_bin.1,Hassallia,Hassalia,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Tolypotrichaceae,Nostocales
public_SRR14722230_metawrap_bin.2,Nostocaceae,Nostocaceae,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14722282_metawrap_bin.1,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14722285_metawrap_bin.1,Nostoc sp. ,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR14722307_metawrap_bin.1,Calothrix sp.,Calothrix,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Calotrichaceae,Nostocales
public_SRR1531545_metawrap_bin.1,Nostoc sp.,Nostoc,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Nostocaceae,Nostocales
public_SRR1531569_metawrap_bin.1,Leptolyngbyaceae,Leptolyngbyaceae,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Leptolyngbyaceae,Synechococcales
public_SRR1531569_metawrap_bin.2,Calothrix sp.,Calothrix,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Calotrichaceae,Nostocales
public_SRR1531569_metawrap_bin.6,Chroococcidiopsis sp.,Chroococcidiopsis,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Chroococcidiopsidaceae,Chroococcidiopsidales
public_SRR1531569_metawrap_bin.7,Leptolyngbya sp.,Leptolyngbya,Lichen,Lichen,,Host-associated/Terrestrial,Host-associated/Terrestrial,Leptolyngbyaceae,Synechococcales
GCA_021323475.1_ASM2132347v1_genomic,Vampirovibrio sp.,Vampirovibrio,Terrestrial,Soil,,Terrestrial,Terrestrial,Vampirovibrionaceae,Vampirovibrionales
GCF_000011385.1_ASM1138v1_genomic,Gloeobacter violaceus,Gloeobacter,Terrestrial,Rock,,Terrestrial,Terrestrial,Gloeobacteraceae,Gloeobacterales
GCF_000021805.1_ASM2180v1_genomic,Rippkaea orientalis,Rippkaea,Terrestrial,Soil,,Terrestrial,Terrestrial,Microcystaceae,Chroococcales
GCF_000021825.1_ASM2182v1_genomic,Gloeothece citriformis,Gloeothece,Terrestrial,Soil,,Terrestrial,Terrestrial,Aphanothecaceae,Chroococcales
GCF_000147335.1_ASM14733v1_genomic,Gloeothece verrucosa,Gloeothece,Terrestrial,Soil,,Terrestrial,Terrestrial,Aphanothecaceae,Chroococcales
GCF_000155635.1_ASM15563v1_genomic,Cyanobium sp.,Cyanobium,Terrestrial,Soil,,Terrestrial,Terrestrial,Synechococcaceae,Synechococcales
GCF_000309385.1_ASM30938v1_genomic,Nodosilinea nodulosa,Nodosilinea,Terrestrial,Soil (shoreline),,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_000316575.1_ASM31657v1_genomic,Calothrix sp.,Calothrix,Terrestrial,Spagnum bog,,Terrestrial,Terrestrial,Calotrichaceae,Nostocales
GCF_000317085.1_ASM31708v1_genomic,Synechococcus sp. ,Synechococcus,Terrestrial,Spagnum bog,,Terrestrial,Terrestrial,Synechococcaceae,Synechococcales
GCF_000317125.1_ASM31712v1_genomic,Chroococcidiopsis thermalis,Chroococcidiopsis,Terrestrial,Soil,,Terrestrial,Terrestrial,Chroococcidiopsidaceae,Chroococcidiopsidales
GCF_000317245.1_FisPCC73103_1.0_genomic,Fischerella muscicola,Fischerella,Terrestrial,Soil,,Terrestrial,Terrestrial,Hapalosiphonaceae,Nostocales
GCF_000317285.1_ChlPCC6912_1.0_genomic,Chlorogloeopsis fritschii,Chlorogloeopsis,Terrestrial,Soil,,Terrestrial,Terrestrial,Chlorogloeopsidaceae,Nostocales
GCF_000317475.1_ASM31747v1_genomic,Oscillatoria nigro-viridis,Oscillatoria,Terrestrial,Soil,,Terrestrial,Terrestrial,Oscillatoriaceae,Oscillatoriales
GCF_000317495.1_ASM31749v1_genomic,Crinalium epipsammum,Crinalium,Terrestrial,Soil,,Terrestrial,Terrestrial,Gomontiellaceae,Oscillatoriales
GCF_000317515.1_ASM31751v1_genomic,Allocoleopsis franciscana,Allocoleopsis,Terrestrial,Soil,,Terrestrial,Terrestrial,Coleofasciculaceae,Oscillatoriales
GCF_000317535.1_ASM31753v1_genomic,Cylindrospermum stagnale,Cylindrospermum,Terrestrial,Soil,,Terrestrial,Terrestrial,Aphanizomenonaceae,Nostocales
GCF_000317675.1_ASM31767v1_genomic,Cyanobacterium aponinum,Cyanobacterium,Terrestrial,Maturation mud,,Terrestrial,Terrestrial,Geminocystaceae,Chroococcales
GCF_000332035.1_ASM33203v1_genomic,Gloeocapsa sp.,Gloeocapsa,Terrestrial,Spagnum bog,,Terrestrial,Terrestrial,Chroococcaceae,Chroococcales
GCF_000332075.2_ASM33207v2_genomic,Synechocystis sp.,Synechocystis,Terrestrial,Rock,,Terrestrial,Terrestrial,Merismopediaceae,Synechococcales
GCF_000332215.1_ASM33221v1_genomic,Pseudanabaena biceps,Pseudanabaena,Terrestrial,Spagnum bog,,Terrestrial,Terrestrial,Pseudanabaenaceae,Synechococcales
GCF_000332335.1_ASM33233v1_genomic,Oscillatoria sp.,Oscillatoria,Terrestrial,Soil,,Terrestrial,Terrestrial,Oscillatoriaceae,Oscillatoriales
GCF_000346485.2_ASM34648v2_genomic,Scytonema hofmannii,Scytonema,Terrestrial,Limestone cave,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_000484535.1_ASM48453v1_genomic,Gloeobacter kilaueensis,Gloeobacter,Terrestrial,Cave ,,Terrestrial,Terrestrial,Gloeobacteraceae,Gloeobacterales
GCF_000760695.4_ASM76069v4_genomic,Tolypothrix bouteillei,Tolypothrix,Terrestrial,Stone,,Terrestrial,Terrestrial,Tolypotrichaceae,Nostocales
GCF_000775285.1_ASM77528v1_genomic,Neosynechococcus sphagnicola,Neosynechococcus,Terrestrial,Moss,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_000817785.2_ASM81778v2_genomic,Hassallia byssoidea,Hassalia,Terrestrial,Monuments,,Terrestrial,Terrestrial,Tolypotrichaceae,Nostocales
GCF_000828085.3_ASM82808v3_genomic,Scytonema tolypothrichoides,Scytonema,Terrestrial,Stone,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_001298445.1_ASM129844v1_genomic,Nostoc piscinale,Nostoc,Terrestrial,Wetland soil,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_001485215.1_ASM148521v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Terrestrial biofilm,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_001548375.1_ASM154837v1_genomic,Nostoc sp. NIES-3756,Nostoc,Terrestrial,Soil,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_001548435.1_ASM154843v1_genomic,Leptolyngbya sp.,Leptolyngbya,Terrestrial,Soil,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_001650195.1_ASM165019v1_genomic,Phormidesmis priestleyi,Phormidesmis,Terrestrial,Cryoconite,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_001693255.1_ASM169325v1_genomic,Synechococcus sp. ,Synechococcus,Terrestrial,Soil,,Terrestrial,Terrestrial,Synechococcaceae,Synechococcales
GCF_001904675.1_ASM190467v1_genomic,Scytonema sp.,Scytonema,Terrestrial,Soil,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_001904715.1_ASM190471v1_genomic,Nostoc calcicola,Nostoc,Terrestrial,Soil,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_001904745.1_ASM190474v1_genomic,Calothrix sp.,Calothrix,Terrestrial,Soil,,Terrestrial,Terrestrial,Calotrichaceae,Nostocales
GCF_002215035.1_ASM221503v1_genomic,Leptolyngbya ohadii,Leptolyngbya,Terrestrial,Soil,,Terrestrial,Terrestrial,Leptolyngbyaceae,Synechococcales
GCF_002218085.1_ASM221808v1_genomic,Tolypothrix sp.,Tolypothrix,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Tolypotrichaceae,Nostocales
GCF_002355455.1_ASM235545v1_genomic,Stanieria sp.,Stanieria,Terrestrial,Soil,,Terrestrial,Terrestrial,Dermocarpellaceae,Nostocales
GCF_002367955.1_ASM236795v1_genomic,Anabaena cylindrica,Anabaena,Terrestrial,Unspecified,,Terrestrial,Terrestrial,Aphanizomenonaceae,Nostocales
GCF_002367975.1_ASM236797v1_genomic,Anabaenopsis circularis,Anabaenopsis,Terrestrial,Unspecified,,Terrestrial,Terrestrial,Aphanizomenonaceae,Nostocales
GCF_002367995.1_ASM236799v1_genomic,Calothrix brevissima,Calothrix,Terrestrial,Soil,,Terrestrial,Terrestrial,Calotrichaceae,Nostocales
GCF_002368015.1_ASM236801v1_genomic,Trichormus variabilis,Trichormus,Terrestrial,Unspecified,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_002368215.1_ASM236821v1_genomic,Nostoc sp. NIES-2111,Nostoc,Terrestrial,Terrestrial,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_002368235.1_ASM236823v1_genomic,Scytonema sp.,Scytonema,Terrestrial,Unspecified,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_002368295.1_ASM236829v1_genomic,Tolypothrix tenuis,Tolypothrix,Terrestrial,Soil,,Terrestrial,Terrestrial,Tolypotrichaceae,Nostocales
GCF_002368315.1_ASM236831v1_genomic,Fischerella sp.,Fischerella,Terrestrial,Forest,,Terrestrial,Terrestrial,Hapalosiphonaceae,Nostocales
GCF_002368355.1_ASM236835v1_genomic,Chondrocystis sp.,Chonrocystis,Terrestrial,Unspecified,,Terrestrial,Terrestrial,Chroococcaceae,Chroococcales
GCF_002368415.1_ASM236841v1_genomic,Calothrix sp.,Calothrix,Terrestrial,Concrete,,Terrestrial,Terrestrial,Calotrichaceae,Nostocales
GCF_002368435.1_ASM236843v1_genomic,Scytonema sp.,Scytonema,Terrestrial,Organic material,,Terrestrial,Terrestrial,Scytonemataceae,Nostocales
GCF_002368455.1_ASM236845v1_genomic,Calothrix sp.,Calothrix,Terrestrial,Organic material,,Terrestrial,Terrestrial,Calotrichaceae,Nostocales
GCF_002721235.1_ASM272123v1_genomic,Synechococcus sp. ,Synechococcus,Terrestrial,Soil,,Terrestrial,Terrestrial,Synechococcaceae,Synechococcales
GCF_002813575.1_ASM281357v1_genomic,Nostoc flagelliforme,Nostoc,Terrestrial,Desert soil,,Terrestrial,Terrestrial,Nostocaceae,Nostocales
GCF_002964865.1_ASM296486v1_genomic,Gloeocapsopsis dulcis,Gloeocapsis,Terrestrial,Rock,,Terrestrial,Terrestrial,Chroococcaceae,Chroococcales
